Identificador,Gis_X,Gis_Y,Fecha de Alta,Distrito,Barrio,Nº Finca,Tipo de Reserva,Puestos,LATITUD,LONGITUD,DIRECCIÓN,C.P.,POBLACION,PROVINCIA,Fichas,Línea / Batería,LongitudP,Horario
05.22 b,"441517,5300000000","4478571,9200000000",38385,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,150,Taxi,2,40.4557545,-3.6897345,"CASTELLANA, PASEO, DE LA, 150",,,,,Línea,"13,10",
05.23,"443183,5500000000","4479388,1700000000",42156,05  CHAMARTÍN,05-05 NUEVA ESPAÑA,23,Taxi,11,40.4632232,-3.67016,"DRACENA, CALLE, DE LA, 23",,,,,Línea,"52,80",
05.25,"442186,1400000000","4480392,1300000000",37251,05  CHAMARTÍN,05-06 CASTILLA,S/N,Taxi,45,40.4721985,-3.6820154,"HIEDRA, CALLE, DE LA, S/N",,,,,Línea,"225,00",SUPLEMENTO DE TARIFA AUTORIZADO SALIDA DE ESTACION
05.26,"441420,7400000000","4477458,5900000000",42033,05  CHAMARTÍN,05-01 EL VISO,108,Taxi,8,40.4457183,-3.6907732,"CASTELLANA, PASEO, DE LA, 108",,,,,Línea,"40,00",
05.28 b,"442193,8100000000","4478573,9500000000",36852,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,73,Taxi,3,40.4558201,-3.6817593,"LA HABANA, PASEO, DE, 73",,,,,Línea,"12,50",
05.29,"443514,9700000000","4477246,6900000000",42018,05  CHAMARTÍN,05-02 PROSPERIDAD,26,Taxi,7,40.4439543,-3.6660606,"SANTA HORTENSIA, CALLE, DE, 26",,,,,Batería,"21,00",
05.31,"442996,3200000000","4479836,3200000000",36728,05  CHAMARTÍN,05-06 CASTILLA,8,Taxi,3,40.4672476,-3.6724086,"JOSE BARDASANO BAOS, CALLE, DE, 8",,,,,Línea,"14,90",
05.32,"442647,4100000000","4477777,2900000000",41942,05  CHAMARTÍN,05-03 CIUDAD JARDÍN,2,Taxi,6,40.4486749,-3.676338,"PRADILLO, CALLE, DE, 2",,,,,Línea,"30,00",
05.36,"442288,7700000000","4476906,4900000000",1,05  CHAMARTÍN,05-01 EL VISO,4,Taxi,3,40.4408055,-3.6804879,"LOPEZ DE HOYOS, GLORIETA, DE, 4",,,,,Línea,"13,90",
05.37,"443293,9200000000","4477904,7500000000",41942,05  CHAMARTÍN,05-03 CIUDAD JARDÍN,60,Taxi,5,40.4498674,-3.6687258,"PRADILLO, CALLE, DE, 60",,,,,Línea,"28,00",Dias laborables de 8 a 20 h.
05.39,"441664,1600000000","4479911,0700000000",35586,05  CHAMARTÍN,05-06 CASTILLA,5,Taxi,4,40.4678285,-3.6881284,"AGUSTIN DE FOXA, CALLE, DE, 5",,,,,Línea,"21,00",
05.42,"442714,2400000000","4480550,3200000000",36902,05  CHAMARTÍN,05-06 CASTILLA,12,Taxi,5,40.4736602,-3.6758002,"BURGOS, AVENIDA, DE, 12",,,,,Línea,"24,94",EXCEPTO SABADOS Y FESTIVOS
05.44,"442591,4100000000","4478749,6600000000",37186,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,267,Taxi,4,40.4574305,-3.6770862,"PRINCIPE DE VERGARA, CALLE, DEL, 267",,,,,Línea,"22,40",
05.46,"443238,2300000000","4476899,3500000000",38630,05  CHAMARTÍN,05-02 PROSPERIDAD,43,Taxi,4,40.4408065,-3.6692926,"AMERICA, AVENIDA, DE, 43",,,,,Línea,"20,00",
05.47 a,"442598,0300000000","4476602,0600000000",42006,05  CHAMARTÍN,05-02 PROSPERIDAD,9 A,Taxi,22,40.4380844,-3.676814,"AMERICA, AVENIDA, DE, 9 A",,,,,Línea,"85,50",SUPLEMENTO DE TARIFA AUTORIZADO SALIDA DE ESTACIÓN
05.47 b,"442641,5100000000","4476638,3000000000",42006,05  CHAMARTÍN,05-02 PROSPERIDAD,13,Taxi,3,40.4384139,-3.6763047,"AMERICA, AVENIDA, DE, 13",,,,,Línea,"16,00",SUPLEMENTO DE TARIFA AUTORIZADO SALIDA DE ESTACIÓN
05.48,"441609,9800000000","4479765,4400000000",40274,05  CHAMARTÍN,05-06 CASTILLA,8,Taxi,3,40.4665128,-3.688754,"CASTILLA, PLAZA, DE, 8",,,,,Línea,"15,00",
05.49,"441851,3000000000","4480877,9200000000",40703,05  CHAMARTÍN,05-06 CASTILLA,Fte 1,Taxi,5,40.4765514,-3.6860097,"MANUEL CALDEIRO, CALLE, DE, Fte 1",,,,,Batería,"15,00",
05.50,"441557,1600000000","4479645,0500000000",40147,05  CHAMARTÍN,05-05 NUEVA ESPAÑA,9,Taxi,6,40.4654245,-3.689366,"CASTILLA, PLAZA, DE, 9",,,,,Línea,"33,00",
05.51,"443677,5300000000","4478565,6200000000",41173,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,31,Taxi,3,40.4558469,-3.6642608,"EUCALIPTO, CALLE, DEL, 31",,,,,Línea,"15,00",
05.52,"441578,6700000000","4479312,6300000000",41348,05  CHAMARTÍN,05-05 NUEVA ESPAÑA,200,Taxi,4,40.4624314,-3.6890817,"CASTELLANA, PASEO, DE LA, 200",,,,,Línea,"19,60",
05.53,"442488,2900000000","4477651,4500000000",41348,05  CHAMARTÍN,05-01 EL VISO,187,Taxi,4,40.4475302,-3.6782029,"PRINCIPE DE VERGARA, CALLE, DEL, 187",,,,,Línea,"20,00",
05.54,"441830,3000000000","4478898,2500000000",1,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,12 B,Taxi,8,40.4587162,-3.6860759,"ALBERTO ALCOCER, AVENIDA, DE, 12 B",,,,,Línea,"40,40",
05.55,"442762,4800000000","4477246,8600000000",42262,05  CHAMARTÍN,05-03 CIUDAD JARDÍN,S/N,Taxi,4,40.4439044,-3.6749333,"SUERO DE QUIÑONES, CALLE, DE, S/N",,,,,Línea,"20,50",
06.05,"441502,2700000000","4479718,3900000000",40227,06  TETUÁN,06-04 ALMENARA,379,Taxi,5,40.4660813,-3.6900201,"BRAVO MURILLO, CALLE, DE, 379",,,,,Línea,"25,10",
06.06 a,"441349,8700000000","4477652,2000000000",36105,06  TETUÁN,06-02 CUATRO CAMINOS,69,Taxi,10,40.4474575,-3.6916268,"CASTELLANA, PASEO, DE LA, 69",,,,,Línea,"50,80",
06.06 b,"441353,7200000000","4477698,4900000000",42033,06  TETUÁN,06-02 CUATRO CAMINOS,S/N,Taxi,10,40.4478747,-3.6915857,"CASTELLANA, PASEO, DE LA, S/N",,,,,Línea,"59,00",Lunes a Viernes
06.07,"440796,6500000000","4478011,1200000000",1,06  TETUÁN,06-02 CUATRO CAMINOS,38,Taxi,7,40.4506515,-3.6981836,"AVIADOR ZORITA, CALLE, DEL, 38",,,,,Línea,"35,00",
06.09,"441339,3900000000","4479170,9200000000",1,06  TETUÁN,06-03 CASTILLEJOS,46,Taxi,12,40.461138,-3.6918907,"POETA JOAN MARAGALL, CALLE, DEL, 46",,,,,Línea,"60,00",
06.10,"441226,8300000000","4477617,6300000000",40077,06  TETUÁN,06-02 CUATRO CAMINOS,73,Taxi,15,40.4471373,-3.6930744,"CASTELLANA, PASEO, DE LA, 73",,,,,Línea,"75,00",
06.11,"441114,1700000000","4478886,4300000000",1,06  TETUÁN,06-03 CASTILLEJOS,69,Taxi,3,40.4585593,-3.6945205,"ORENSE, CALLE, DE, 69",,,,,Línea,"15,00",
06.12,"441108,8700000000","4478060,3700000000",42797,06  TETUÁN,06-02 CUATRO CAMINOS,8,Taxi,4,40.4511174,-3.6945064,"CARLOS TRIAS BERTRAN, PLAZA, DE, 8",,,,,Línea,"19,00",
06.13 a,"441021,4600000000","4477730,0700000000",40360,06  TETUÁN,06-02 CUATRO CAMINOS,11,Taxi,2,40.4481357,-3.6955065,"ORENSE, CALLE, DE, 11",,,,,Línea,"10,00",
06.13 b,"441022,8400000000","4477750,0200000000",40360,06  TETUÁN,06-02 CUATRO CAMINOS,11,Taxi,4,40.4483155,-3.6954921,"ORENSE, CALLE, DE, 11",,,,,Línea,"20,00",
06.13 c,"441024,4100000000","4477770,7600000000",42032,06  TETUÁN,06-02 CUATRO CAMINOS,13,Taxi,4,40.4485025,-3.6954755,"ORENSE, CALLE, DE, 13",,,,,Línea,"20,00",Laborables de 9 a 14 h.
06.15,"441125,5300000000","4478514,1600000000",1,06  TETUÁN,06-02 CUATRO CAMINOS,5,Taxi,4,40.4552065,-3.694352,"PEDRO TEIXEIRA, CALLE, DE, 5",,,,,Batería,"10,00",
06.16,"441383,5000000000","4478062,4900000000",42040,06  TETUÁN,06-02 CUATRO CAMINOS,S/N,Taxi,9,40.4511559,-3.6912681,"CASTELLANA, PASEO, DE LA, S/N",,,,,Línea,"40,00",
06.17 a,"441335,0700000000","4478162,4000000000",40360,06  TETUÁN,06-02 CUATRO CAMINOS,S/N,Taxi,9,40.4520525,-3.6918484,"GENERAL PERON, AVENIDA, DEL, S/N",,,,,Línea,"47,80",
06.17 b,"441287,6800000000","4478166,2900000000",41054,06  TETUÁN,06-02 CUATRO CAMINOS,S/N,Taxi,6,40.4520842,-3.6924076,"GENERAL PERON, AVENIDA, DEL, S/N",,,,,Línea,"31,10",
06.17 c,"441258,1600000000","4478168,7800000000",42032,06  TETUÁN,06-02 CUATRO CAMINOS,S/N,Taxi,2,40.4521046,-3.692756,"GENERAL PERON, AVENIDA, DEL, S/N",,,,,Línea,"13,20",
06.17 d,"441200,8000000000","4478173,4300000000",42033,06  TETUÁN,06-02 CUATRO CAMINOS,36,Taxi,7,40.4521424,-3.6934328,"GENERAL PERON, AVENIDA, DEL, 36",,,,,Línea,"36,40",Lunes a Viernes
06.19,"439933,0400000000","4478276,5500000000",35543,06  TETUÁN,06-01 BELLAS VISTAS,69,Taxi,3,40.4529807,-3.7083925,"JERONIMA LLORENTE, CALLE, DE, 69",,,,,Línea,"12,20",
06.24,"440784,2100000000","4478826,7300000000",41719,06  TETUÁN,06-03 CASTILLEJOS,21,Taxi,2,40.457998,-3.6984063,"HUESCA, CALLE, DE, 21",,,,,Línea,"8,60",DE LUNES A VIERNES LABORABLES DE 8.00 A 20.00 H
06.26 a,"441048,0000000000","4478065,4000000000",42032,06  TETUÁN,06-02 CUATRO CAMINOS,25,Taxi,2,40.4511584,-3.6952247,"ORENSE, CALLE, DE, 25",,,,,Línea,"11,20",
06.26 b,"441049,3400000000","4478081,0000000000",42032,06  TETUÁN,06-02 CUATRO CAMINOS,25,Taxi,4,40.451299,-3.6952103,"ORENSE, CALLE, DE, 25",,,,,Línea,"20,00",LABORABLES DE 9 a 14
06.30,"441006,9600000000","4477585,6400000000",42040,06  TETUÁN,06-02 CUATRO CAMINOS,1,Taxi,5,40.4468336,-3.695664,"ORENSE, CALLE, DE, 1",,,,,Línea,"25,10",
06.31,"439836,0000000000","4477889,8400000000",42033,06  TETUÁN,06-01 BELLAS VISTAS,68,Taxi,1,40.44949,-3.7095002,"ALMANSA, CALLE, DE, 68",,,,,Línea,"5,12",
06.32,"441368,8100000000","4479571,6600000000",39218,06  TETUÁN,06-03 CASTILLEJOS,59,Taxi,3,40.4647501,-3.6915807,"POETA JOAN MARAGALL, CALLE, DEL, 59",,,,,Batería,"7,80",
06.34,"441436,0700000000","4478912,1300000000",41061,06  TETUÁN,06-03 CASTILLEJOS,133,Taxi,6,40.4588135,-3.6907266,"CASTELLANA, PASEO, DE LA, 133",,,,,Batería,"17,50",
06.35,"441368,8300000000","4477882,9400000000",42040,06  TETUÁN,06-02 CUATRO CAMINOS,S/N,Taxi,10,40.4495374,-3.6914245,"CASTELLANA, PASEO, DE LA, S/N",,,,,Línea,"44,10",Lunes a viernes
06.36,"441050,6300000000","4477845,4300000000",42033,06  TETUÁN,06-02 CUATRO CAMINOS,12,Taxi,5,40.449177,-3.6951732,"ORENSE, CALLE, DE, 12",,,,,Línea,"23,70",
06.37,"441149,3900000000","4479034,8500000000",42041,06  TETUÁN,06-03 CASTILLEJOS,60,Taxi,5,40.4598988,-3.6941189,"ORENSE, CALLE, DE, 60",,,,,Batería,"12,50",
06.38,"441145,8400000000","4479349,4300000000",44180,06  TETUÁN,06-03 CASTILLEJOS,88,Taxi,4,40.4627324,-3.69419,"INFANTA MERCEDES, CALLE, DE LA, 88",,,,,Batería,"10,00",
07.02,"439887,7400000000","4476694,8700000000",1,07  CHAMBERÍ,07-02 ARAPILES,15,Taxi,4,40.438729,-3.708777,"CEA BERMUDEZ, CALLE, DE, 15",,,,,Línea,"20,00",
07.03,"440402,1100000000","4475663,2400000000",40360,07  CHAMBERÍ,07-03 TRAFALGAR,109,Taxi,3,40.4294726,-3.7026158,"FUENCARRAL, CALLE, DE, 109",,,,,Línea,"15,00",
07.06 a,"440943,1600000000","4476511,4700000000",1,07  CHAMBERÍ,07-04 ALMAGRO,14,Taxi,3,40.4371525,-3.6963165,"MODESTO LAFUENTE, CALLE, DE, 14",,,,,Línea,"15,10",
07.06 b,"440944,4300000000","4476532,8900000000",40970,07  CHAMBERÍ,07-04 ALMAGRO,16 B,Taxi,4,40.4373455,-3.6963035,"MODESTO LAFUENTE, CALLE, DE, 16 B",,,,,Línea,"18,80",De Lunes a Viernes de 8 a 16 h.
07.09,"440767,8700000000","4476202,0000000000",1,07  CHAMBERÍ,07-04 ALMAGRO,54,Taxi,4,40.4343521,-3.6983543,"SANTA ENGRACIA, CALLE, DE, 54",,,,,Línea,"20,00",
07.10 a,"441429,8100000000","4476496,1400000000",38621,07  CHAMBERÍ,07-04 ALMAGRO,51,Taxi,5,40.4370488,-3.6905776,"CASTELLANA, PASEO, DE LA, 51",,,,,Línea,"25,00",
07.10 a,"441446,6500000000","4476463,9800000000",1,07  CHAMBERÍ,07-04 ALMAGRO,51,Taxi,8,40.4367602,-3.6903761,"CASTELLANA, PASEO, DE LA, 51",,,,,Línea,"40,10",
07.12,"440324,8200000000","4475911,7900000000",39085,07  CHAMBERÍ,07-03 TRAFALGAR,131,Taxi,3,40.4317061,-3.7035503,"FUENCARRAL, CALLE, DE, 131",,,,,Línea,"16,50",
07.15,"440257,6600000000","4476414,7700000000",38322,07  CHAMBERÍ,07-02 ARAPILES,27,Taxi,2,40.4362324,-3.7043893,"BRAVO MURILLO, CALLE, DE, 27",,,,,Línea,"14,61",
07.16,"439495,4700000000","4476722,5700000000",42037,07  CHAMBERÍ,07-01 GAZTAMBIDE,45,Taxi,2,40.4389501,-3.7134045,"CEA BERMUDEZ, CALLE, DE, 45",,,,,Línea,"12,41",
07.17,"439589,6500000000","4477504,8100000000",1,07  CHAMBERÍ,07-06 VALLEHERMOSO,139,Taxi,5,40.4460037,-3.7123685,"GUZMAN EL BUENO, CALLE, DE, 139",,,,,Línea,"25,00",
07.20,"439396,0500000000","4477467,1100000000",37778,07  CHAMBERÍ,07-06 VALLEHERMOSO,57,Taxi,4,40.44565,-3.7146477,"REINA VICTORIA, AVENIDA, DE LA, 57",,,,,Línea,"18,40",
07.23 a,"440874,0700000000","4477036,2200000000",36004,07  CHAMBERÍ,07-05 RÍOS ROSAS,45,Taxi,4,40.4418747,-3.6971799,"RIOS ROSAS, CALLE, DE, 45",,,,,Línea,"22,22",
07.23 b,"440903,3500000000","4477034,1100000000",42040,07  CHAMBERÍ,07-05 RÍOS ROSAS,49,Taxi,4,40.4418578,-3.6968345,"RIOS ROSAS, CALLE, DE, 49",,,,,Línea,"23,00",
07.24,"440250,4000000000","4476181,7000000000",1,07  CHAMBERÍ,07-02 ARAPILES,1,Taxi,3,40.4341323,-3.704453,"BRAVO MURILLO, CALLE, DE, 1",,,,,Línea,"15,00",
07.31,"440036,3600000000","4475849,1600000000",35563,07  CHAMBERÍ,07-02 ARAPILES,14,Taxi,3,40.4311212,-3.706945,"CONDE DEL VALLE DE SUCHIL, PLAZA, DEL, 14",,,,,Línea,"15,00",
07.32,"440872,1600000000","4475881,6100000000",35165,07  CHAMBERÍ,07-04 ALMAGRO,32,Taxi,5,40.4314733,-3.697095,"SANTA ENGRACIA, CALLE, DE, 32",,,,,Línea,"26,50",
07.33,"440165,0400000000","4475703,8100000000",35735,07  CHAMBERÍ,07-03 TRAFALGAR,4,Taxi,4,40.4298211,-3.7054143,"RUIZ JIMENEZ, GLORIETA, DE, 4",,,,,Línea,"22,20",
07.34,"439979,5300000000","4475846,8300000000",35563,07  CHAMBERÍ,07-02 ARAPILES,7,Taxi,3,40.4310961,-3.7076147,"CONDE DEL VALLE DE SUCHIL, PLAZA, DEL, 7",,,,,Línea,"16,70",
07.39,"441181,7400000000","4475817,4700000000",36004,07  CHAMBERÍ,07-04 ALMAGRO,36,Taxi,3,40.4309175,-3.6934395,"ZURBANO, CALLE, DE, 36",,,,,Línea,"15,00",
07.40,"441204,1600000000","4475914,6100000000",40492,07  CHAMBERÍ,07-04 ALMAGRO,17,Taxi,3,40.4317942,-3.6931841,"GENERAL ARRANDO, CALLE, DEL, 17",,,,,Línea,"17,60",Laborables de Lunes a Jueves de 8.30 a 17.30 h.
07.41,"441236,1400000000","4476705,0300000000",36725,07  CHAMBERÍ,07-05 RÍOS ROSAS,81,Taxi,2,40.4389169,-3.6928802,"ZURBANO, CALLE, DE, 81",,,,,Línea,"13,00",
07.42,"441025,9400000000","4476641,1900000000",36742,07  CHAMBERÍ,07-05 RÍOS ROSAS,47,Taxi,2,40.4383269,-3.6953526,"JOSE ABASCAL, CALLE, DE, 47",,,,,Línea,"11,30",
07.43,"441350,5500000000","4476722,8700000000",36874,07  CHAMBERÍ,07-05 RÍOS ROSAS,59,Taxi,3,40.4390857,-3.691533,"CASTELLANA, PASEO, DE LA, 59",,,,,Línea,"15,20",
07.47,"440338,6100000000","4477486,5500000000",43033,07  CHAMBERÍ,07-05 RÍOS ROSAS,177,Taxi,2,40.4458932,-3.7035356,"SANTA ENGRACIA, CALLE, DE, 177",,,,,Línea,"10,60",
07.48,"441560,6200000000","4475995,0400000000",38890,07  CHAMBERÍ,07-04 ALMAGRO,33,Taxi,2,40.4325438,-3.6889893,"CASTELLANA, PASEO, DE LA, 33",,,,,Línea,"10,00",
07.50,"439444,5500000000","4477294,9100000000",42040,07  CHAMBERÍ,07-06 VALLEHERMOSO,8,Taxi,8,40.4441022,-3.7140594,"MAESTRO ÁNGEL LLORCA, CALLE, DEL, 8",,,,,Línea,"35,60",
07.51,"439277,0700000000","4477471,5700000000",42040,07  CHAMBERÍ,07-06 VALLEHERMOSO,9,Taxi,1,40.4456814,-3.716051,"LOMA, CALLE, DE LA, 9",,,,,Línea,"7,00",
07.52,"439179,8000000000","4477496,9400000000",42761,07  CHAMBERÍ,07-06 VALLEHERMOSO,10,Taxi,3,40.4459029,-3.7172004,"GRANJA, CALLE, DE LA, 10",,,,,Línea,"15,00",
08.02 a,"441773,0700000000","4482657,9800000000",1,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,2,Taxi,2,40.4925814,-3.687096,"ISLAS JARVI, CALLE, DE LAS, 2",,,,,Línea,"12,70",De lunes a viernes de 8 a 20 h.
08.02 b,"441782,5900000000","4482643,5400000000",38440,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,3,Taxi,2,40.492452,-3.6869824,"ISLAS JARVI, CALLE, DE LAS, 3",,,,,Línea,"9,50",En linea
08.03,"441116,6300000000","4482144,9900000000",38434,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,50,Taxi,21,40.4879139,-3.694794,"SAN MODESTO, CALLE, DE, 50",,,,,Línea,"106,20",
08.04 a,"440024,7200000000","4481757,8400000000",40360,08  FUENCARRAL-EL PARDO,08-04 EL PILAR,49,Taxi,5,40.4843481,-3.7076404,"GINZO DE LIMIA, CALLE, DE, 49",,,,,Línea,"23,20",
08.04 b,"440048,1600000000","4481737,0700000000",40360,08  FUENCARRAL-EL PARDO,08-04 EL PILAR,S/N,Taxi,5,40.4841627,-3.7073619,"GINZO DE LIMIA, CALLE, DE, S/N",,,,,Línea,"24,40",
08.05,"439607,0400000000","4480408,1000000000",37706,08  FUENCARRAL-EL PARDO,08-04 EL PILAR,5,Taxi,3,40.4721589,-3.7124397,"BETANZOS, AVENIDA, DE, 5",,,,,Línea,"17,00",
08.07,"441812,9200000000","4481246,5200000000",40360,08  FUENCARRAL-EL PARDO,08-05 LA PAZ,S/N,Taxi,6,40.4798692,-3.6864962,"ARZOBISPO MORCILLO, CALLE, DEL, S/N",,,,,Línea,"29,10",
08.08,"438630,7800000000","4481334,8500000000",40912,08  FUENCARRAL-EL PARDO,08-03 PEÑAGRANDE,S/N,Taxi,4,40.4804358,-3.7240452,"RAMON GOMEZ DE LA SERNA, CALLE, DE, S/N",,,,,Línea,"20,00",
08.09,"440402,6600000000","4480663,3500000000",1,08  FUENCARRAL-EL PARDO,08-04 EL PILAR,1,Taxi,6,40.4745157,-3.7030786,"EL FERROL, AVENIDA, DE, 1",,,,,Línea,"31,70",
08.10,"441183,1500000000","4481562,4900000000",42041,08  FUENCARRAL-EL PARDO,08-05 LA PAZ,23,Taxi,2,40.4826712,-3.6939551,"JULIO PALACIOS, CALLE, DE, 23",,,,,Batería,"6,10",De Lunes a Viernes
08.11,"439484,2800000000","4482321,7000000000",38428,08  FUENCARRAL-EL PARDO,08-07 MIRASIERRA,83,Taxi,4,40.4893883,-3.7140704,"MASO, CALLE, DE LA, 83",,,,,Línea,"20,10",
08.13,"441588,3100000000","4482516,8300000000",40527,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,78 C,Taxi,3,40.4912969,-3.6892631,"CARDENAL HERRERA ORIA, AVENIDA, DEL, 78 C",,,,,Línea,"14,20",
08.14 a,"440551,4400000000","4482921,0200000000",39101,08  FUENCARRAL-EL PARDO,08-07 MIRASIERRA,S/N,Taxi,6,40.4948643,-3.7015353,"COSTA BRAVA, CALLE, DE LA, S/N",,,,,Línea,"28,50",
08.14 b,"440609,8600000000","4482893,6800000000",40360,08  FUENCARRAL-EL PARDO,08-07 MIRASIERRA,S/N,Taxi,9,40.4946222,-3.7008434,"COSTA BRAVA, CALLE, DE LA, S/N",,,,,Línea,"45,10",
08.17,"437044,2900000000","4480715,9800000000",40360,08  FUENCARRAL-EL PARDO,08-02 FUENTELARREINA,FTE 17,Taxi,5,40.4747421,-3.7427,"ARROYOFRESNO, CALLE, DE, FTE 17",,,,,Línea,"25,00",
08.18,"439262,9100000000","4482064,7100000000",38429,08  FUENCARRAL-EL PARDO,08-07 MIRASIERRA,11,Taxi,2,40.4870571,-3.7166577,"VENTISQUERO DE LA CONDESA, AVENIDA, DEL, 11",,,,,Línea,"10,00",
08.19 a,"440211,6600000000","4481167,4000000000",42026,08  FUENCARRAL-EL PARDO,08-04 EL PILAR,S/N,Taxi,6,40.4790427,-3.7053792,"MONFORTE DE LEMOS, AVENIDA, DE, S/N",,,,,Batería,"14,40",
08.19 b,"440243,4200000000","4481175,9300000000",37722,08  FUENCARRAL-EL PARDO,08-04 EL PILAR,101,Taxi,3,40.4791218,-3.7050054,"MONFORTE DE LEMOS, AVENIDA, DE, 101",,,,,Línea,"14,20",
08.20,"439668,8300000000","4481024,3700000000",42034,08  FUENCARRAL-EL PARDO,08-04 EL PILAR,133,Taxi,1,40.477715,-3.7117694,"MONFORTE DE LEMOS, AVENIDA, DE, 133",,,,,Línea,"5,10",
08.21 a,"439223,7800000000","4482822,9800000000",38429,08  FUENCARRAL-EL PARDO,08-07 MIRASIERRA,44,Taxi,4,40.493885,-3.7171921,"VENTISQUERO DE LA CONDESA, AVENIDA, DEL, 44",,,,,Línea,"21,00",
08.21 b,"439233,6000000000","4482807,5300000000",42026,08  FUENCARRAL-EL PARDO,08-07 MIRASIERRA,44 A,Taxi,3,40.4937465,-3.7170747,"VENTISQUERO DE LA CONDESA, AVENIDA, DEL, 44 A",,,,,Línea,"14,58",Laborables de Lunes a Viernes de 8 a 20 h.
08.23,"441706,0500000000","4482321,7900000000",38440,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,Fte 1,Taxi,4,40.4895481,-3.6878559,"XAUDARO, CALLE, DE, Fte 1",,,,,Línea,"20,00",
08.24,"441151,3700000000","4481969,0200000000",40360,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,S/N,Taxi,5,40.4863311,-3.6943678,"SAN MODESTO, CALLE, DE, S/N",,,,,Línea,"25,00",
08.25,"443106,3100000000","4485084,5600000000",38377,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,4,Taxi,4,40.5145334,-3.6715824,"ISABEL COLBRAND, CALLE, DE, 4",,,,,Batería,"21,00",
08.26,"440790,9600000000","4482046,7500000000",37509,08  FUENCARRAL-EL PARDO,08-05 LA PAZ,34,Taxi,3,40.4870057,-3.6986273,"SANGENJO, CALLE, DE, 34",,,,,Línea,"15,00",
08.27,"440335,6300000000","4482009,3300000000",38433,08  FUENCARRAL-EL PARDO,08-05 LA PAZ,43,Taxi,1,40.486636,-3.703996,"ALFREDO MARQUERIE, CALLE, DE, 43",,,,,Línea,"10,13",
08.28 a,"440966,7200000000","4482215,1900000000",41261,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,S/N,Taxi,9,40.4885356,-3.6965693,"SAN MODESTO, CALLE, DE, S/N",,,,,Línea,"45,40",
08.28 b,"440965,3400000000","4482163,2800000000",41261,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,S/N,Taxi,14,40.4880679,-3.6965807,"SAN MODESTO, CALLE, DE, S/N",,,,,Línea,"68,20",De Lunes a Viernes de 8 a 15 h.
08.29,"441775,4000000000","4482242,1200000000",40527,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,10,Taxi,5,40.4888353,-3.6870303,"VALDEGOVIA, CALLE, DE, 10",,,,,Línea,"24,00",
08.30,"442730,0100000000","4484873,0100000000",38719,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,16,Taxi,4,40.5126018,-3.6760049,"MARIA TUBAU, CALLE, DE, 16",,,,,Batería,"9,00",
08.33,"441803,2400000000","4481220,8700000000",39372,08  FUENCARRAL-EL PARDO,08-05 LA PAZ,S/N,Taxi,7,40.4796374,-3.6866081,"ARZOBISPO MORCILLO, CALLE, DEL, S/N",,,,,Línea,"34,90",
08.34,"443157,6100000000","4484303,9300000000",39910,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,46,Taxi,11,40.5075047,-3.6709068,"CAMINO DE SANTIAGO, AVENIDA, DEL, 46",,,,,Línea,"77,50",
08.35 a,"441786,9200000000","4480915,8600000000",39910,08  FUENCARRAL-EL PARDO,08-05 LA PAZ,259,Taxi,14,40.4768886,-3.6867726,"CASTELLANA, PASEO, DE LA, 259",,,,,Línea,"70,70",
08.35 b,"441804,2300000000","4480993,8300000000",42025,08  FUENCARRAL-EL PARDO,08-05 LA PAZ,259,Taxi,8,40.4775922,-3.6865756,"CASTELLANA, PASEO, DE LA, 259",,,,,Línea,"40,00",De lunes a viernes de 9 a 14 h
08.36,"442455,7300000000","4484558,1600000000",40360,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,22,Taxi,7,40.5097465,-3.6792136,"ISABEL COLBRAND, CALLE, DE, 22",,,,,Línea,"35,00",
08.37,"441086,5100000000","4484099,9100000000",41162,08  FUENCARRAL-EL PARDO,08-08 EL GOLOSO,63,Taxi,4,40.5055223,-3.6953312,"MONASTERIO DE SILOS, AVENIDA, DEL, 63",,,,,Línea,"20,00",
08.38,"443828,0700000000","4485261,9000000000",40361,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,S/N,Taxi,10,40.5161802,-3.6630789,"COMUNICACION, RONDA, DE LA, S/N",,,,,Línea,"49,85",
08.39,"443779,4700000000","4484893,7900000000",41631,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,S/N,Taxi,4,40.5128608,-3.6636199,"OBISPO GELMÍREZ, CALLE, DEL, S/N",,,,,Batería,"11,90",
